,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
26,27,822,7369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,14,,,,,,,,,,,,,,,19,19,,,,,,,86,19,,,6,6,14,38,724,26,,,,,8,14,,,3014,32,4,30,510,28,,,,,,,167,13,,,316,39,,,,,,,,,,,,,,,,,,,41,33,,,,,,,,,,,80,21,,,,,,,,,,,,,,,295,27,327,25,,,,,,,,,,,,,82,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,24,6,9,40,22,,,,,,,,,,,,,,,,,,,,,330,18,,,,,69,36,,,,,498,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,11,,,,,,,,,,,,,,,,,,,,,,,2,51,,,,,,,,,14,21,,,,,,,,,,,,,,,,,,,,,,,343,20
27,28,2407,7099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,318,,,,,,,,,7028,14,,,43,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,6819,6658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,21,3281,4,,,,,,,,,1474,65,11,8,218,43,,,,,,,42,39,,,165,61,,,,,,,,,,,,,,,,,,,57,28,,,,,,,,,,,,,,,,,,,,,,,4,6,,,160,43,148,43,,,,,,,,,,,,,9,57,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,75,44,,,36,24,,,,,,,,,,,,,,,,,,,,,446,12,,,,,45,44,,,,,169,49,,,,,,,,,,,,,,,,,17,14,,,,,,,,,,,,,48,32,,,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,39
29,30,2392,6605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,21,,,,,,,82,20,,,,,,,606,34,,,,,32,10,,,3529,26,,,308,35,,,6,7,136,8,54,34,,,552,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,27,,,,,,,,,,,,,,,310,26,187,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,27,,,38,23,,,,,,,,,,,,,,,,,,,,,222,24,,,,,128,27,,,,,,,,,,,,,,,,,,,,,,,16,15,,,,,,,22,9,,,,,65,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,38
30,31,39856,6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,8,,,,,,,,,,,,,,,36,6,,,,,,,133,12,,,,,16,35,378,47,,,,,,,,,1553,62,,,1339,12,,,,,,,,,,,898,17,,,,,,,,,,,,,,,,,,,131,11,,,,,,,,,,,127,13,,,,,,,,,,,,,,,455,19,,,,,,,,,,,,,,,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,32,,,,,,,,,,,,,,,,,,,,,268,20,,,,,,,,,,,753,17,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,30
31,32,2386,5970,,,,,,,,,,,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,56,,,,,,,28,33,,,,,23,29,164,89,,,,,,,,,2482,39,4,32,1735,9,,,,,,,62,31,,,263,45,,,,,,,,,,,,,,,,,,,38,34,,,,,,,,,,,30,31,,,,,,,,,,,,,,,217,32,,,,,,,,,,,,,,,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,88,9,,,,,,,,,,,,,,,,,,,,,83,35,,,,,97,30,,,,,7,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,23,,,,,,,,,,,18,15,,,,,,,,,,,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,459,16
32,33,5432,5947,,,,,,,,,,,189,9,,,19,2,,,,,,,,,,,,,,,43,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,72,,,,,,,,,3242,30,,,643,24,,,,,142,7,23,48,,,142,71,,,,,,,,,,,,,,,12,4,,,94,18,148,3,,,,,,,,,,,,,,,201,5,,,,,,,,,163,42,78,61,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,16,9,,,,,,,,,22,3,,,30,3,,,,,,,,,,,,,,,86,38,8,5,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,,,10,3,231,4,,,,,,,,,,,13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,37
33,34,2719,5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85,,,,,,,10,56,,,,,18,33,488,39,,,,,,,,,3613,25,6,24,302,36,,,,,,,52,37,,,568,28,,,,,,,,,,,,,,,,,,,53,29,,,,,,,,,,,28,33,,,,,,,,,,,,,,,175,40,,,,,,,,,,,,,,,28,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,45,,,,,,,,,,,,,,,,,,,,,,,,,54,47,,,,,,,,,,,214,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,40,,,,,,,,,,,,,,,,,,,,,,,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,35
34,35,3955,5824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,292,5,,,,,,,99,122,,,,,,,,,1778,55,,,208,45,,,,,,,,,,,338,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,14,,,,,,,,,,,,,,,1409,5,,,,,,,,,,,,,,,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,54,,,,,,,,,,,191,41,,,,,,,,,,,,,,,,,189,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,11
35,36,41114,5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,28
36,37,2952,5705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,5,,,,,,,,,,,,,67,13,470,40,,,,,,,,,3021,31,2,45,554,27,,,4,11,,,128,20,,,514,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,17,,,,,,,5,8,381,24,14,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,25,,,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,74,35,,,,,84,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,18011,5346,,,,,,,,,,,47,13,,,,,,,,,,,,,,,,,4,5,,,,,,,28,3,,,,,,,,,12,34,,,,,,,41,26,,,,,,,158,91,,,,,,,,,2483,38,10,11,485,29,14,13,,,,,8,107,,,118,80,,,,,,,,,,,,,,,,,,,63,26,103,4,,,,,,,,,17,40,,,,,17,16,,,,,,,,,46,92,701,14,,,,,,,,,2,3,,,26,27,,,,,,,,,3,4,,,,,,,,,,,5,2,,,,,,,13,4,,,,,24,7,,,,,,,,,,,,,43,59,7,8,10,36,,,,,,,,,,,,,,,,,,,,,75,36,,,,,323,15,,,,,303,31,,,,,,,,,,,,,9,8,8,3,16,16,,,,,,,,,,,,,14,64,,,,,9,6,,,,,,,,,,,27,17,,,,,11,32,,,7,2,,,,,56,11,,,,,,,,,,,,,,,,,,,,,,,,
38,39,2921,5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,43,,,,,,,,,,,,,,,349,48,,,,,,,,,3399,28,,,,,,,,,,,,,,,200,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,12,,,,,,,,,,,,,49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,2785,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2,,,,,,,,,,,,,13,40,181,83,,,,,,,,,516,132,5,27,2502,5,,,8,3,,,10,94,,,628,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,17,34,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,14,,,,,,,,,,,,,,,,,,,,,6,1,,,54,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,32,79
40,41,124742,4979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,46,238,61,,,,,,,,,4588,21,,,,,,,,,,,,,,,58,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,1111,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,31,,,,,,,,,,,,,,,579,35,,,,,87,7,,,2782,33,,,398,31,,,,,,,,,,,181,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,45,4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,8,97,124,,,,,,,,,,,,,,,,,,,,,18,58,,,2916,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,25,105,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,33,,,,,,,,,,,,,,,,,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,13
43,44,1917,4385,,,,,,,,,,,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,22,,,,,,,23,37,,,,,59,16,237,62,,,,,,,,,2155,47,4,31,271,38,,,2,15,77,11,22,51,,,290,42,,,,,,,,,,,,,,,,,,,86,19,,,,,,,,,,,,,,,,,,,,,,,,,,,106,61,,,,,,,,,,,,,,,13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,5,,,14,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,53,,,,,,,,,,,,,,,,,11,21,,,,,,,,,,,,,36,38,,,,,,,,,,,,,,,,,,,,,,,13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,59
44,45,4192,4205,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,16,,,,,,,48,25,,,,,58,17,934,21,,,,,,,,,1,1023,,,163,49,,,,,,,53,36,,,160,65,,,,,,,,,,,,,6,5,,,,,10,48,,,,,,,,,,,59,24,,,,,,,,,,,,,,,429,21,580,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,,,,,,,,,,,,,,,,,,,,,,,,,108,30,,,,,,,,,,,1290,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,29,,,,,,,,,,,,,,,,,,,,,,,30,17,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,83,45
45,46,2281,4157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,,,,,,,,,,,,,,,,,,,,,,,,,2689,35,,,929,18,,,,,,,,,,,215,50,,,,,,,,,,,,,,,,,,,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,226,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,13713,3948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,53,,,,,,,,,,,,,43,19,632,31,,,,,,,,,979,84,,,289,37,,,4,13,,,69,29,,,605,26,,,,,,,,,,,,,,,,,,,48,31,,,,,,,,,,,16,42,,,,,,,,,,,6,2,,,189,39,214,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,31,,,,,343,13,,,,,179,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,43,,,,,,,,,,,,,,,,,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,34
47,48,5894,3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50,,,,,,,,,,,,,,,280,54,,,,,,,,,1633,60,,,267,39,,,,,,,24,47,,,292,41,,,,,,,,,,,,,,,,,,,66,25,,,,,,,,,,,,,,,,,,,,,,,,,,,208,34,221,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,19,,,,,505,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,44,,,,,,,,,,,,,,,,,15,27,,,,,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,50
48,49,1269,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,17,,,,,,,,,1496,64,,,,,,,,,,,599,5,,,82,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,483,3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,46,,,,,,,34,30,,,,,12,42,224,67,,,,,,,,,2339,41,2,42,79,70,,,,,,,16,62,,,161,62,,,,,,,,,,,,,,,,,,,21,39,,,,,,,,,,,,,,,,,,,,,,,4,4,,,135,51,378,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,62,,,12,34,,,,,,,,,,,,,,,,,,,,,15,83,,,,,50,43,,,,,183,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,70,,,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,61
50,51,36218,3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,73,,,,,,,35,29,,,,,8,57,567,37,,,,,,,,,1946,49,,,38,96,,,,,,,32,42,,,242,47,,,,,,,,,,,,,,,,,,,21,40,,,,,,,,,,,,,,,,,,,,,,,,,,,34,106,601,16,,,,,,,,,,,,,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,54,,,23,28,,,,,,,,,,,,,,,,,,,,,38,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,42
51,52,9209,3632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75,,,,,,,,,,,,,26,27,241,60,,,,,,,,,2314,43,,,86,65,,,,,8,22,78,27,,,3,394,,,,,,,,,,,,,,,,,,,11,47,,,,,,,,,,,21,37,,,,,,,,,,,,,,,166,41,94,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,36,2,18,58,13,,,,,,,,,,,,,,,,,,,,,138,27,,,,,,,,,,,179,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,22,,,,,,,,,,,8,19,,,,,,,,,,,,,,,,,,,,,15,20,,,,,,,,,,,,,,,,,,,,,,,,
52,53,30549,3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,32,,,,,7,61,258,57,,,,,,,,,2346,40,,,,,,,,,,,,,,,203,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,33,248,28,,,,,,,,,,,,,10,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,57,,,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,2375,3557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,82
54,55,28,3547,,,,,,,,,,,272,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,117,,,,,,,,,1773,56,,,237,40,,,,,,,17,60,,,149,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,11,,,,,,,,,130,53,593,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,51,,,,,,,,,,,,,,,,,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,178900,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,22,,,,,,,244,59,,,,,,,,,2621,36,,,,,,,,,,,,,,,82,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,43,,,,,,,,,,,,,,,93,65,89,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,44,,,,,,,,,,,106,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,2399,3385,,,,,,,,,,,34,14,,,,,,,13,5,,,,,,,,,,,11,20,,,,,,,,,3,9,,,,,11,35,,,,,,,19,41,,,,,,,155,92,,,,,,,,,1453,67,12,5,335,33,,,,,12,18,16,65,,,148,70,,,,,,,,,,,,,,,,,,,47,32,,,,,,,,,,,29,32,,,,,,,,,,,,,,,146,46,162,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,47,,,,,,,,,,,7,5,,,,,,,,,,,,,60,42,,,,,90,31,,,13,12,355,28,,,,,,,,,,,,,,,3,5,12,19,,,,,,,,,,,,,17,56,,,,,,,,,,,,,,,,,14,28,,,,,,,,,,,,,,,14,22,,,,,,,,,,,,,,,,,,,,,,,124,36
57,58,188834,3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,29,,,,,,,,,2621,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,68448,3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,55,,,,,,,,,,,,,9,53,193,77,,,,,,,,,2119,48,,,,,,,,,,,,,,,354,36,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,58,54,69,,,,,,,,,,,,,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,83,,,,,,,,,,,4,7,,,,,,,,,,,,,71,37,,,,,26,54,,,,,76,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
